Rented Bike Count,Temperature,Humidity,Wind speed,Visibility,Solar Radiation,Rented Bike B,Date,Hour,Seasons,Functioning Day,Holiday
17,3.1,90.0,1.2,974,0.0,0.0,7.0,5.0,1.0,1.0,1.0
32,3.1,89.0,0.2,903,0.0,0.0,7.0,6.0,1.0,1.0,1.0
64,3.0,90.0,0.7,578,0.0,0.0,7.0,7.0,1.0,1.0,1.0
88,3.0,94.0,0.3,444,0.01,0.0,7.0,8.0,1.0,1.0,1.0
100,3.4,90.0,1.5,386,0.21,0.0,7.0,9.0,1.0,1.0,1.0
165,3.6,88.0,2.6,681,0.44,0.0,7.0,10.0,1.0,1.0,1.0
290,4.5,82.0,2.0,1226,0.73,0.0,7.0,11.0,1.0,1.0,1.0
375,5.6,72.0,3.0,1700,0.89,0.0,7.0,12.0,1.0,1.0,1.0
405,6.7,65.0,3.2,1651,1.76,0.0,7.0,13.0,1.0,1.0,1.0
452,7.7,62.0,2.4,1758,1.64,0.0,7.0,14.0,1.0,1.0,1.0
555,9.2,53.0,3.3,1896,2.23,1.0,7.0,15.0,1.0,1.0,1.0
594,9.5,56.0,3.1,994,1.1,1.0,7.0,16.0,1.0,1.0,1.0
757,7.5,64.0,4.3,538,0.88,1.0,7.0,17.0,1.0,1.0,1.0
1091,5.9,68.0,3.4,543,0.38,1.0,7.0,18.0,1.0,1.0,1.0
683,4.5,72.0,2.7,529,0.03,1.0,7.0,19.0,1.0,1.0,1.0
586,3.3,74.0,2.6,494,0.0,1.0,7.0,20.0,1.0,1.0,1.0
533,3.1,74.0,3.2,465,0.0,1.0,7.0,21.0,1.0,1.0,1.0
498,2.8,74.0,2.1,469,0.0,0.0,7.0,22.0,1.0,1.0,1.0
315,2.8,73.0,1.8,468,0.0,0.0,7.0,23.0,1.0,1.0,1.0
272,3.0,72.0,2.3,473,0.0,0.0,8.0,0.0,1.0,1.0,1.0
228,2.8,73.0,2.6,413,0.0,0.0,8.0,1.0,1.0,1.0,1.0
155,2.8,74.0,1.2,415,0.0,0.0,8.0,2.0,1.0,1.0,1.0
105,2.7,75.0,0.7,417,0.0,0.0,8.0,3.0,1.0,1.0,1.0
66,2.5,76.0,1.0,403,0.0,0.0,8.0,4.0,1.0,1.0,1.0
88,2.5,76.0,0.7,544,0.0,0.0,8.0,5.0,1.0,1.0,1.0
195,2.5,71.0,1.1,1055,0.0,0.0,8.0,6.0,1.0,1.0,1.0
574,1.6,76.0,0.7,1024,0.0,1.0,8.0,7.0,1.0,1.0,1.0
1041,1.8,67.0,0.7,1917,0.19,1.0,8.0,8.0,1.0,1.0,1.0
570,3.5,60.0,1.3,1969,0.71,1.0,8.0,9.0,1.0,1.0,1.0
361,4.8,54.0,1.3,1921,0.78,0.0,8.0,10.0,1.0,1.0,1.0
444,5.9,51.0,0.7,1866,0.91,0.0,8.0,11.0,1.0,1.0,1.0
510,6.8,51.0,1.0,1617,1.13,1.0,8.0,12.0,1.0,1.0,1.0
509,7.5,44.0,2.0,1526,1.24,1.0,8.0,13.0,1.0,1.0,1.0
542,8.0,42.0,1.5,1690,1.24,1.0,8.0,14.0,1.0,1.0,1.0
611,7.7,51.0,2.9,670,0.94,1.0,8.0,15.0,1.0,1.0,1.0
686,9.6,38.0,1.7,1052,1.71,1.0,8.0,16.0,1.0,1.0,1.0
834,8.9,46.0,1.8,789,1.0,1.0,8.0,17.0,1.0,1.0,1.0
1231,7.0,55.0,2.0,705,0.35,1.0,8.0,18.0,1.0,1.0,1.0
718,5.4,60.0,3.9,990,0.02,1.0,8.0,19.0,1.0,1.0,1.0
535,4.3,67.0,1.1,1125,0.0,1.0,8.0,20.0,1.0,1.0,1.0
537,3.5,69.0,1.4,1177,0.0,1.0,8.0,21.0,1.0,1.0,1.0
521,2.9,69.0,1.2,1179,0.0,1.0,8.0,22.0,1.0,1.0,1.0
309,2.5,72.0,1.5,1071,0.0,0.0,8.0,23.0,1.0,1.0,1.0
328,2.1,74.0,1.4,970,0.0,0.0,9.0,0.0,1.0,1.0,1.0
305,2.0,75.0,1.0,658,0.0,0.0,9.0,1.0,1.0,1.0,1.0
241,1.6,79.0,0.9,685,0.0,0.0,9.0,2.0,1.0,1.0,1.0
139,1.3,80.0,0.6,705,0.0,0.0,9.0,3.0,1.0,1.0,1.0
91,0.9,81.0,0.6,620,0.0,0.0,9.0,4.0,1.0,1.0,1.0
79,0.8,80.0,0.3,565,0.0,0.0,9.0,5.0,1.0,1.0,1.0
74,1.1,78.0,1.1,538,0.0,0.0,9.0,6.0,1.0,1.0,1.0
208,0.9,78.0,1.1,535,0.0,0.0,9.0,7.0,1.0,1.0,1.0
340,1.5,73.0,1.2,466,0.11,0.0,9.0,8.0,1.0,1.0,1.0
381,2.7,71.0,1.3,418,0.3,0.0,9.0,9.0,1.0,1.0,1.0
416,3.5,65.0,2.4,539,0.87,0.0,9.0,10.0,1.0,1.0,1.0
497,5.7,58.0,2.3,700,2.08,0.0,9.0,11.0,1.0,1.0,1.0
650,7.1,50.0,2.2,909,2.47,1.0,9.0,12.0,1.0,1.0,1.0
757,8.2,42.0,3.1,1261,2.66,1.0,9.0,13.0,1.0,1.0,1.0
906,9.2,38.0,2.6,1377,2.53,1.0,9.0,14.0,1.0,1.0,1.0
931,8.1,36.0,4.7,1964,2.23,1.0,9.0,15.0,1.0,1.0,1.0
972,8.3,37.0,3.8,1867,1.73,1.0,9.0,16.0,1.0,1.0,1.0
829,7.7,46.0,2.8,1635,1.05,1.0,9.0,17.0,1.0,1.0,1.0
664,6.2,61.0,3.2,1411,0.4,1.0,9.0,18.0,1.0,1.0,1.0
573,5.3,67.0,2.6,1314,0.02,1.0,9.0,19.0,1.0,1.0,1.0
447,5.2,69.0,1.8,1196,0.0,0.0,9.0,20.0,1.0,1.0,1.0
470,5.0,73.0,2.2,1173,0.0,0.0,9.0,21.0,1.0,1.0,1.0
421,5.0,75.0,2.2,1084,0.0,0.0,9.0,22.0,1.0,1.0,1.0
345,5.1,75.0,1.4,950,0.0,0.0,9.0,23.0,1.0,1.0,1.0
376,5.1,77.0,1.9,718,0.0,0.0,10.0,0.0,1.0,1.0,1.0
222,4.8,80.0,1.3,583,0.0,0.0,10.0,1.0,1.0,1.0,1.0
171,4.7,78.0,1.5,466,0.0,0.0,10.0,2.0,1.0,1.0,1.0
115,4.4,80.0,1.6,393,0.0,0.0,10.0,3.0,1.0,1.0,1.0
80,4.2,81.0,1.3,333,0.0,0.0,10.0,4.0,1.0,1.0,1.0
45,3.9,85.0,1.6,264,0.0,0.0,10.0,5.0,1.0,1.0,1.0
63,3.4,85.0,1.5,234,0.0,0.0,10.0,6.0,1.0,1.0,1.0
119,2.9,84.0,1.9,241,0.0,0.0,10.0,7.0,1.0,1.0,1.0
212,2.8,82.0,1.2,240,0.19,0.0,10.0,8.0,1.0,1.0,1.0
289,3.9,77.0,2.0,263,0.65,0.0,10.0,9.0,1.0,1.0,1.0
394,5.9,69.0,2.6,330,1.43,0.0,10.0,10.0,1.0,1.0,1.0
425,7.6,54.0,1.6,430,2.06,0.0,10.0,11.0,1.0,1.0,1.0
666,9.2,40.0,2.6,592,2.47,1.0,10.0,12.0,1.0,1.0,1.0
843,10.3,31.0,2.1,885,2.67,1.0,10.0,13.0,1.0,1.0,1.0
1154,11.6,20.0,2.7,1647,2.69,1.0,10.0,14.0,1.0,1.0,1.0
1294,11.9,26.0,2.8,1338,2.34,1.0,10.0,15.0,1.0,1.0,1.0
1205,11.9,25.0,2.7,1424,1.83,1.0,10.0,16.0,1.0,1.0,1.0
1028,11.1,25.0,2.0,1765,1.19,1.0,10.0,17.0,1.0,1.0,1.0
776,9.4,22.0,2.9,1995,0.55,1.0,10.0,18.0,1.0,1.0,1.0
596,7.8,28.0,1.9,1982,0.04,1.0,10.0,19.0,1.0,1.0,1.0
530,6.7,32.0,1.9,1722,0.0,1.0,10.0,20.0,1.0,1.0,1.0
533,5.7,34.0,1.0,1520,0.0,1.0,10.0,21.0,1.0,1.0,1.0
419,5.3,31.0,2.3,1842,0.0,0.0,10.0,22.0,1.0,1.0,1.0
288,4.2,34.0,1.7,1476,0.0,0.0,10.0,23.0,1.0,1.0,1.0
222,3.5,46.0,1.1,1040,0.0,0.0,11.0,0.0,1.0,1.0,1.0
163,2.9,51.0,0.8,1119,0.0,0.0,11.0,1.0,1.0,1.0,1.0
95,2.7,46.0,0.4,1363,0.0,0.0,11.0,2.0,1.0,1.0,1.0
60,2.3,48.0,0.8,1448,0.0,0.0,11.0,3.0,1.0,1.0,1.0
47,2.8,52.0,0.6,1249,0.0,0.0,11.0,4.0,1.0,1.0,1.0
106,3.3,53.0,0.4,1208,0.0,0.0,11.0,5.0,1.0,1.0,1.0
261,2.8,57.0,0.7,920,0.0,0.0,11.0,6.0,1.0,1.0,1.0
662,3.0,53.0,0.5,1094,0.0,1.0,11.0,7.0,1.0,1.0,1.0
1066,3.8,47.0,0.8,1229,0.06,1.0,11.0,8.0,1.0,1.0,1.0
604,4.8,43.0,1.0,1200,0.18,1.0,11.0,9.0,1.0,1.0,1.0
406,6.6,40.0,1.0,1061,0.65,0.0,11.0,10.0,1.0,1.0,1.0
463,9.2,33.0,1.1,892,1.54,0.0,11.0,11.0,1.0,1.0,1.0
581,11.7,32.0,1.6,690,1.99,1.0,11.0,12.0,1.0,1.0,1.0
588,13.6,34.0,1.8,458,2.23,1.0,11.0,13.0,1.0,1.0,1.0
603,14.9,34.0,2.8,403,2.22,1.0,11.0,14.0,1.0,1.0,1.0
694,15.3,32.0,2.9,458,2.02,1.0,11.0,15.0,1.0,1.0,1.0
752,14.5,34.0,3.1,471,1.59,1.0,11.0,16.0,1.0,1.0,1.0
931,13.7,38.0,2.6,436,1.0,1.0,11.0,17.0,1.0,1.0,1.0
1425,12.2,43.0,2.8,463,0.41,1.0,11.0,18.0,1.0,1.0,1.0
946,10.6,47.0,2.0,425,0.03,1.0,11.0,19.0,1.0,1.0,1.0
801,9.4,50.0,2.1,391,0.0,1.0,11.0,20.0,1.0,1.0,1.0
771,8.7,49.0,1.7,464,0.0,1.0,11.0,21.0,1.0,1.0,1.0
695,7.8,49.0,0.1,528,0.0,1.0,11.0,22.0,1.0,1.0,1.0
397,6.8,56.0,0.9,497,0.0,0.0,11.0,23.0,1.0,1.0,1.0
309,6.4,62.0,0.7,506,0.0,0.0,13.0,0.0,1.0,1.0,1.0
231,5.9,65.0,1.0,596,0.0,0.0,13.0,1.0,1.0,1.0,1.0
161,5.4,66.0,0.6,623,0.0,0.0,13.0,2.0,1.0,1.0,1.0
103,5.5,62.0,0.6,722,0.0,0.0,13.0,3.0,1.0,1.0,1.0
88,6.2,59.0,0.8,493,0.0,0.0,13.0,4.0,1.0,1.0,1.0
97,6.8,56.0,0.9,570,0.0,0.0,13.0,5.0,1.0,1.0,1.0
252,7.0,58.0,0.7,537,0.0,0.0,13.0,6.0,1.0,1.0,1.0
668,7.2,56.0,0.5,545,0.0,1.0,13.0,7.0,1.0,1.0,1.0
1215,8.0,48.0,0.4,711,0.12,1.0,13.0,8.0,1.0,1.0,1.0
616,9.4,44.0,0.3,743,0.33,1.0,13.0,9.0,1.0,1.0,1.0
428,10.9,40.0,0.5,714,0.55,0.0,13.0,10.0,1.0,1.0,1.0
571,12.6,49.0,1.4,988,0.84,1.0,13.0,11.0,1.0,1.0,1.0
626,15.5,47.0,3.3,1303,2.44,1.0,13.0,12.0,1.0,1.0,1.0
678,17.1,42.0,3.2,1305,2.6,1.0,13.0,13.0,1.0,1.0,1.0
705,18.3,43.0,2.2,1509,2.43,1.0,13.0,14.0,1.0,1.0,1.0
815,18.6,47.0,3.3,1560,2.08,1.0,13.0,15.0,1.0,1.0,1.0
890,17.6,53.0,3.7,1735,1.4,1.0,13.0,16.0,1.0,1.0,1.0
1085,16.9,62.0,3.1,1562,0.95,1.0,13.0,17.0,1.0,1.0,1.0
1749,15.7,68.0,3.3,1473,0.39,1.0,13.0,18.0,1.0,1.0,1.0
1224,14.1,77.0,2.0,1240,0.04,1.0,13.0,19.0,1.0,1.0,1.0
986,13.9,77.0,1.5,1010,0.0,1.0,13.0,20.0,1.0,1.0,1.0
982,13.7,79.0,2.0,1035,0.0,1.0,13.0,21.0,1.0,1.0,1.0
912,13.5,81.0,2.8,933,0.0,1.0,13.0,22.0,1.0,1.0,1.0
572,13.4,81.0,2.6,958,0.0,1.0,13.0,23.0,1.0,1.0,1.0
412,13.6,79.0,2.2,862,0.0,0.0,13.0,0.0,1.0,1.0,1.0
309,13.7,73.0,2.2,1182,0.0,0.0,13.0,1.0,1.0,1.0,1.0
226,13.8,70.0,1.3,1363,0.0,0.0,13.0,2.0,1.0,1.0,1.0
142,14.0,67.0,2.3,1733,0.0,0.0,13.0,3.0,1.0,1.0,1.0
82,14.0,70.0,1.5,1648,0.0,0.0,13.0,4.0,1.0,1.0,1.0
123,14.1,69.0,1.3,1923,0.0,0.0,13.0,5.0,1.0,1.0,1.0
290,14.1,69.0,1.6,1882,0.0,0.0,13.0,6.0,1.0,1.0,1.0
786,14.1,69.0,1.1,1692,0.0,1.0,13.0,7.0,1.0,1.0,1.0
1371,14.2,67.0,0.9,1812,0.06,1.0,13.0,8.0,1.0,1.0,1.0
761,14.6,62.0,1.2,1768,0.19,1.0,13.0,9.0,1.0,1.0,1.0
552,15.7,58.0,1.3,1980,0.69,1.0,13.0,10.0,1.0,1.0,1.0
643,17.5,55.0,2.1,1892,1.35,1.0,13.0,11.0,1.0,1.0,1.0
813,19.9,44.0,2.7,1874,2.22,1.0,13.0,12.0,1.0,1.0,1.0
789,20.9,44.0,4.7,1795,2.66,1.0,13.0,13.0,1.0,1.0,1.0
878,21.1,42.0,4.3,2000,2.49,1.0,13.0,14.0,1.0,1.0,1.0
1025,21.7,39.0,3.3,1979,2.09,1.0,13.0,15.0,1.0,1.0,1.0
1049,21.7,41.0,3.2,2000,1.91,1.0,13.0,16.0,1.0,1.0,1.0
1325,20.5,49.0,3.5,2000,1.18,1.0,13.0,17.0,1.0,1.0,1.0
2100,19.2,53.0,2.4,2000,0.58,1.0,13.0,18.0,1.0,1.0,1.0
1478,17.9,54.0,2.9,2000,0.04,1.0,13.0,19.0,1.0,1.0,1.0
1275,17.2,60.0,2.5,1993,0.0,1.0,13.0,20.0,1.0,1.0,1.0
1181,16.8,67.0,2.0,1775,0.0,1.0,13.0,21.0,1.0,1.0,1.0
983,16.2,71.0,2.0,1780,0.0,1.0,13.0,22.0,1.0,1.0,1.0
587,16.1,69.0,1.8,1666,0.0,1.0,13.0,23.0,1.0,1.0,1.0
466,16.0,69.0,2.4,1863,0.0,0.0,13.0,0.0,1.0,1.0,1.0
355,16.3,68.0,2.1,1859,0.0,0.0,13.0,1.0,1.0,1.0,1.0
203,16.5,68.0,1.3,1724,0.0,0.0,13.0,2.0,1.0,1.0,1.0
51,16.5,69.0,2.4,1659,0.0,0.0,13.0,3.0,1.0,1.0,1.0
9,15.1,86.0,2.1,877,0.0,0.0,13.0,4.0,1.0,1.0,1.0
8,14.5,94.0,2.0,487,0.0,0.0,13.0,5.0,1.0,1.0,1.0
10,14.4,96.0,0.7,453,0.0,0.0,13.0,6.0,1.0,1.0,1.0
15,14.3,97.0,0.3,189,0.0,0.0,13.0,7.0,1.0,1.0,1.0
39,14.1,97.0,1.1,342,0.0,0.0,13.0,8.0,1.0,1.0,1.0
32,14.1,98.0,1.1,253,0.06,0.0,13.0,9.0,1.0,1.0,1.0
27,14.2,98.0,1.2,299,0.14,0.0,13.0,10.0,1.0,1.0,1.0
65,13.9,98.0,1.4,296,0.13,0.0,13.0,11.0,1.0,1.0,1.0
204,13.3,97.0,2.9,771,0.19,0.0,13.0,12.0,1.0,1.0,1.0
269,12.7,97.0,2.6,467,0.23,0.0,13.0,13.0,1.0,1.0,1.0
289,12.1,97.0,2.0,177,0.2,0.0,13.0,14.0,1.0,1.0,1.0
329,11.6,97.0,3.4,117,0.26,0.0,13.0,15.0,1.0,1.0,1.0
214,10.7,98.0,1.2,196,0.14,0.0,13.0,16.0,1.0,1.0,1.0
411,10.9,98.0,1.3,222,0.09,0.0,13.0,17.0,1.0,1.0,1.0
676,10.4,98.0,2.5,116,0.03,1.0,13.0,18.0,1.0,1.0,1.0
606,10.4,98.0,2.0,391,0.0,1.0,13.0,19.0,1.0,1.0,1.0
533,10.5,97.0,1.8,372,0.0,1.0,13.0,20.0,1.0,1.0,1.0
567,10.4,96.0,2.7,499,0.0,1.0,13.0,21.0,1.0,1.0,1.0
506,9.8,90.0,3.7,493,0.0,1.0,13.0,22.0,1.0,1.0,1.0
343,9.3,90.0,4.1,609,0.0,0.0,13.0,23.0,1.0,1.0,1.0
287,8.4,86.0,2.2,2000,0.0,0.0,13.0,0.0,1.0,1.0,1.0
278,7.2,83.0,2.1,2000,0.0,0.0,13.0,1.0,1.0,1.0,1.0
178,6.7,72.0,2.1,2000,0.0,0.0,13.0,2.0,1.0,1.0,1.0
102,6.1,67.0,2.6,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
85,5.7,62.0,2.4,2000,0.0,0.0,13.0,4.0,1.0,1.0,1.0
85,5.2,60.0,2.0,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
222,4.4,61.0,1.7,2000,0.0,0.0,13.0,6.0,1.0,1.0,1.0
652,3.7,59.0,2.9,2000,0.0,1.0,13.0,7.0,1.0,1.0,1.0
1176,3.8,56.0,2.4,2000,0.32,1.0,13.0,8.0,1.0,1.0,1.0
683,5.2,51.0,1.7,2000,1.08,1.0,13.0,9.0,1.0,1.0,1.0
507,6.7,46.0,2.2,1936,1.79,1.0,13.0,10.0,1.0,1.0,1.0
557,8.2,45.0,2.4,1992,2.38,1.0,13.0,11.0,1.0,1.0,1.0
705,9.4,40.0,2.6,1913,2.78,1.0,13.0,12.0,1.0,1.0,1.0
715,10.4,38.0,2.4,1959,2.99,1.0,13.0,13.0,1.0,1.0,1.0
772,11.0,36.0,1.8,1973,2.91,1.0,13.0,14.0,1.0,1.0,1.0
923,11.9,32.0,1.9,1976,2.62,1.0,13.0,15.0,1.0,1.0,1.0
976,11.6,31.0,1.4,1999,2.11,1.0,13.0,16.0,1.0,1.0,1.0
1160,11.2,30.0,1.5,2000,1.44,1.0,13.0,17.0,1.0,1.0,1.0
1641,10.0,33.0,1.2,2000,0.68,1.0,13.0,18.0,1.0,1.0,1.0
974,8.1,36.0,1.2,2000,0.06,1.0,13.0,19.0,1.0,1.0,1.0
774,6.7,41.0,1.0,2000,0.0,1.0,13.0,20.0,1.0,1.0,1.0
710,5.8,43.0,1.8,2000,0.0,1.0,13.0,21.0,1.0,1.0,1.0
660,4.9,46.0,0.8,2000,0.0,1.0,13.0,22.0,1.0,1.0,1.0
455,4.2,47.0,1.3,2000,0.0,0.0,13.0,23.0,1.0,1.0,1.0
414,3.7,48.0,1.6,2000,0.0,0.0,13.0,0.0,1.0,1.0,1.0
366,3.0,52.0,0.7,2000,0.0,0.0,13.0,1.0,1.0,1.0,1.0
268,2.3,56.0,0.6,2000,0.0,0.0,13.0,2.0,1.0,1.0,1.0
157,1.8,59.0,0.7,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
103,1.3,61.0,0.7,2000,0.0,0.0,13.0,4.0,1.0,1.0,1.0
60,1.0,62.0,0.9,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
109,0.8,63.0,1.0,2000,0.0,0.0,13.0,6.0,1.0,1.0,1.0
193,0.5,64.0,0.8,2000,0.01,0.0,13.0,7.0,1.0,1.0,1.0
384,1.3,57.0,1.0,1974,0.32,0.0,13.0,8.0,1.0,1.0,1.0
520,3.4,49.0,1.6,1950,1.03,1.0,13.0,9.0,1.0,1.0,1.0
561,6.0,43.0,1.0,1829,1.69,1.0,13.0,10.0,1.0,1.0,1.0
742,8.0,39.0,1.2,1783,2.26,1.0,13.0,11.0,1.0,1.0,1.0
933,10.0,38.0,1.5,1677,2.51,1.0,13.0,12.0,1.0,1.0,1.0
1111,10.9,32.0,1.2,1772,2.22,1.0,13.0,13.0,1.0,1.0,1.0
1294,12.1,29.0,2.3,1734,2.26,1.0,13.0,14.0,1.0,1.0,1.0
1514,13.2,23.0,2.8,1696,2.52,1.0,13.0,15.0,1.0,1.0,1.0
1440,13.7,28.0,2.1,1499,1.88,1.0,13.0,16.0,1.0,1.0,1.0
1272,12.1,34.0,2.5,1240,0.81,1.0,13.0,17.0,1.0,1.0,1.0
934,10.6,42.0,2.8,1307,0.31,1.0,13.0,18.0,1.0,1.0,1.0
718,8.8,49.0,3.2,1207,0.05,1.0,13.0,19.0,1.0,1.0,1.0
688,7.9,54.0,2.3,1005,0.0,1.0,13.0,20.0,1.0,1.0,1.0
624,7.4,54.0,2.0,1142,0.0,1.0,13.0,21.0,1.0,1.0,1.0
562,7.0,55.0,2.7,1041,0.0,1.0,13.0,22.0,1.0,1.0,1.0
422,6.4,59.0,1.1,961,0.0,0.0,13.0,23.0,1.0,1.0,1.0
407,5.9,56.0,1.1,1019,0.0,0.0,13.0,0.0,1.0,1.0,1.0
309,5.7,55.0,1.4,1043,0.0,0.0,13.0,1.0,1.0,1.0,1.0
226,5.5,56.0,1.2,1067,0.0,0.0,13.0,2.0,1.0,1.0,1.0
174,5.5,57.0,1.1,1079,0.0,0.0,13.0,3.0,1.0,1.0,1.0
106,5.6,55.0,0.4,1115,0.0,0.0,13.0,4.0,1.0,1.0,1.0
67,5.6,55.0,1.2,1008,0.0,0.0,13.0,5.0,1.0,1.0,1.0
73,5.7,54.0,1.7,1208,0.0,0.0,13.0,6.0,1.0,1.0,1.0
152,5.5,58.0,1.0,937,0.0,0.0,13.0,7.0,1.0,1.0,1.0
293,5.9,58.0,1.8,861,0.11,0.0,13.0,8.0,1.0,1.0,1.0
398,6.3,53.0,0.5,849,0.34,0.0,13.0,9.0,1.0,1.0,1.0
460,7.2,53.0,1.6,709,0.45,0.0,13.0,10.0,1.0,1.0,1.0
587,8.5,49.0,0.7,718,0.76,1.0,13.0,11.0,1.0,1.0,1.0
751,9.8,46.0,1.2,710,1.13,1.0,13.0,12.0,1.0,1.0,1.0
881,10.6,43.0,1.3,705,1.07,1.0,13.0,13.0,1.0,1.0,1.0
993,11.0,41.0,1.1,763,0.81,1.0,13.0,14.0,1.0,1.0,1.0
1128,12.0,37.0,0.8,879,1.09,1.0,13.0,15.0,1.0,1.0,1.0
1059,12.3,30.0,1.6,1263,0.94,1.0,13.0,16.0,1.0,1.0,1.0
603,11.1,42.0,2.2,765,0.34,1.0,13.0,17.0,1.0,1.0,1.0
365,10.4,47.0,0.4,824,0.14,0.0,13.0,18.0,1.0,1.0,1.0
237,10.0,53.0,1.7,796,0.01,0.0,13.0,19.0,1.0,1.0,1.0
146,9.2,66.0,1.1,513,0.0,0.0,13.0,20.0,1.0,1.0,1.0
71,8.8,72.0,0.9,501,0.0,0.0,13.0,21.0,1.0,1.0,1.0
70,8.1,76.0,0.8,492,0.0,0.0,13.0,22.0,1.0,1.0,1.0
53,7.4,80.0,1.3,471,0.0,0.0,13.0,23.0,1.0,1.0,1.0
67,7.0,81.0,1.1,421,0.0,0.0,13.0,0.0,1.0,1.0,1.0
38,6.7,84.0,0.8,320,0.0,0.0,13.0,1.0,1.0,1.0,1.0
28,6.6,86.0,0.6,416,0.0,0.0,13.0,2.0,1.0,1.0,1.0
12,6.5,88.0,0.9,276,0.0,0.0,13.0,3.0,1.0,1.0,1.0
9,6.3,90.0,1.0,240,0.0,0.0,13.0,4.0,1.0,1.0,1.0
27,6.2,89.0,1.5,338,0.0,0.0,13.0,5.0,1.0,1.0,1.0
91,6.5,88.0,1.2,417,0.0,0.0,13.0,6.0,1.0,1.0,1.0
370,6.5,88.0,1.4,515,0.0,0.0,13.0,7.0,1.0,1.0,1.0
592,7.3,84.0,2.2,813,0.05,1.0,13.0,8.0,1.0,1.0,1.0
387,8.2,81.0,2.7,1273,0.2,0.0,13.0,9.0,1.0,1.0,1.0
292,9.1,77.0,2.7,1587,0.27,0.0,13.0,10.0,1.0,1.0,1.0
393,10.2,65.0,3.3,2000,0.57,0.0,13.0,11.0,1.0,1.0,1.0
403,10.2,58.0,3.5,2000,0.32,0.0,13.0,12.0,1.0,1.0,1.0
387,10.1,61.0,3.7,1504,0.38,0.0,13.0,13.0,1.0,1.0,1.0
326,10.1,59.0,3.3,2000,0.57,0.0,13.0,14.0,1.0,1.0,1.0
263,9.8,57.0,3.0,2000,0.43,0.0,13.0,15.0,1.0,1.0,1.0
271,8.9,63.0,3.0,1614,0.28,0.0,13.0,16.0,1.0,1.0,1.0
605,8.5,59.0,2.7,1927,0.16,1.0,13.0,17.0,1.0,1.0,1.0
1200,8.6,55.0,2.4,1958,0.09,1.0,13.0,18.0,1.0,1.0,1.0
818,8.4,51.0,3.3,1977,0.01,1.0,13.0,19.0,1.0,1.0,1.0
711,8.3,47.0,3.1,2000,0.0,1.0,13.0,20.0,1.0,1.0,1.0
731,8.0,47.0,3.3,2000,0.0,1.0,13.0,21.0,1.0,1.0,1.0
565,7.6,48.0,3.1,2000,0.0,1.0,13.0,22.0,1.0,1.0,1.0
382,6.9,44.0,3.3,2000,0.0,0.0,13.0,23.0,1.0,1.0,1.0
297,6.3,42.0,3.3,2000,0.0,0.0,13.0,0.0,1.0,1.0,1.0
243,5.5,42.0,3.1,2000,0.0,0.0,13.0,1.0,1.0,1.0,1.0
165,5.1,44.0,3.4,2000,0.0,0.0,13.0,2.0,1.0,1.0,1.0
95,4.7,44.0,3.8,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
69,4.4,44.0,3.1,2000,0.0,0.0,13.0,4.0,1.0,1.0,1.0
92,4.1,42.0,3.1,2000,0.0,0.0,13.0,5.0,1.0,1.0,1.0
235,3.9,43.0,3.4,2000,0.0,0.0,13.0,6.0,1.0,1.0,1.0
677,3.8,44.0,4.1,2000,0.02,1.0,13.0,7.0,1.0,1.0,1.0
1212,4.3,43.0,4.2,2000,0.37,1.0,13.0,8.0,1.0,1.0,1.0
661,5.7,38.0,3.9,1985,0.98,1.0,13.0,9.0,1.0,1.0,1.0
418,7.4,35.0,3.5,1990,1.81,0.0,13.0,10.0,1.0,1.0,1.0
488,8.4,34.0,3.6,1966,2.36,0.0,13.0,11.0,1.0,1.0,1.0
522,9.0,33.0,3.1,1985,2.59,1.0,13.0,12.0,1.0,1.0,1.0
516,8.0,37.0,3.4,2000,1.96,1.0,13.0,13.0,1.0,1.0,1.0
478,7.3,38.0,3.4,1997,1.6,0.0,13.0,14.0,1.0,1.0,1.0
492,6.5,39.0,3.3,2000,1.21,0.0,13.0,15.0,1.0,1.0,1.0
518,5.6,42.0,4.2,2000,0.81,1.0,13.0,16.0,1.0,1.0,1.0
719,4.9,43.0,4.3,2000,0.42,1.0,13.0,17.0,1.0,1.0,1.0
1111,4.1,43.0,3.5,2000,0.21,1.0,13.0,18.0,1.0,1.0,1.0
716,3.2,45.0,3.7,2000,0.02,1.0,13.0,19.0,1.0,1.0,1.0
543,2.7,45.0,3.3,2000,0.0,1.0,13.0,20.0,1.0,1.0,1.0
494,2.3,40.0,3.3,2000,0.0,0.0,13.0,21.0,1.0,1.0,1.0
460,2.0,37.0,2.7,2000,0.0,0.0,13.0,22.0,1.0,1.0,1.0
294,1.8,37.0,2.3,2000,0.0,0.0,13.0,23.0,1.0,1.0,1.0
240,1.6,39.0,2.3,2000,0.0,0.0,13.0,0.0,1.0,1.0,1.0
223,1.5,40.0,2.8,2000,0.0,0.0,13.0,1.0,1.0,1.0,1.0
147,1.4,40.0,2.9,2000,0.0,0.0,13.0,2.0,1.0,1.0,1.0
82,1.3,40.0,2.1,2000,0.0,0.0,13.0,3.0,1.0,1.0,1.0
